Group,Intent,Question,Answer,Language,Tags,Source,Use Logs?
Medication Information,ask_medication_info,What is diphenhydramine used for?,"Diphenhydramine treats allergies, hay fever, and hives but can cause significant drowsiness.",en,"diphenhydramine, first-gen antihistamine",FDA,no
Medication Information,ask_medication_info,Can I drive after taking diphenhydramine?,"No, diphenhydramine can impair alertness and should not be used before driving.",en,"diphenhydramine, drowsiness, safety",Mayo Clinic,no
Medication Information,ask_medication_info,Is diphenhydramine safe for kids?,It is used cautiously in children over 6. Overuse can cause agitation or sedation.,en,"diphenhydramine, children, safety",FDA,no
Medication Information,ask_medication_info,How long does diphenhydramine last?,"Effects usually last 4-6 hours, and drowsiness can persist.",en,"diphenhydramine, duration",MedlinePlus,no
Medication Information,ask_medication_info,What does cromolyn nasal spray do?,Cromolyn sodium helps prevent allergic nasal symptoms like sneezing and congestion.,en,"cromolyn sodium, mast cell stabilizer",Mayo Clinic,no
Medication Information,ask_medication_info,How often should I use cromolyn spray?,Use cromolyn 3-4 times daily for best effectiveness.,en,"cromolyn sodium, dosage, timing",FDA,no
Medication Information,ask_medication_info,Does cromolyn start working right away?,"No, it must be used regularly for several days to take full effect.",en,"cromolyn sodium, onset, usage",MedlinePlus,no
Medication Information,ask_medication_info,Is cromolyn safe long-term?,"Yes, cromolyn is considered safe for long-term use during allergy seasons.",en,"cromolyn sodium, long-term safety",FDA,no
Medication Information,ask_medication_info,What is pseudoephedrine used for?,Pseudoephedrine is a decongestant used to relieve nasal and sinus congestion.,en,"pseudoephedrine, decongestant",FDA,no
Medication Information,ask_medication_info,Can pseudoephedrine raise blood pressure?,"Yes, it may elevate blood pressure and should be avoided by those with hypertension.",en,"pseudoephedrine, side effect, caution",Mayo Clinic,no
Medication Information,ask_medication_info,Does pseudoephedrine help with allergic rhinitis?,"Yes, it can relieve nasal stuffiness from allergic rhinitis.",en,"pseudoephedrine, nasal allergy",MedlinePlus,no
Medication Information,ask_medication_info,Can pseudoephedrine cause insomnia?,"Yes, it may keep you awake if taken late in the day.",en,"pseudoephedrine, stimulant, side effect",FDA,no
Trigger Awareness,ask_trigger,Why do I sneeze more when I clean my room?,"Cleaning stirs up dust, mold spores, and other allergens. Vacuuming and sweeping can temporarily increase exposure to triggers.",en,"dust, cleaning, indoor","ACAAI, Mayo Clinic",no
Trigger Awareness,ask_trigger,Why do I feel worse when the air quality is bad?,"Poor air quality can worsen both allergies and asthma, especially on high AQI days.",en,"AQI, air quality, asthma",CDC,no
Trigger Awareness,ask_trigger,Why do my eyes itch after using cleaning products?,Many cleaning sprays contain volatile chemicals that can irritate mucous membranes or trigger allergic responses.,en,"cleaners, eye symptoms",MedlinePlus,no
Trigger Awareness,ask_trigger,Why do my allergies flare up in spring?,"Spring allergies are usually due to tree pollen from plants like oak, cedar, and birch.",en,"spring, tree pollen",ACAAI,no
Trigger Awareness,ask_trigger,What triggers allergies in old homes?,"Older buildings may contain hidden mold, dust, or pest droppings that trigger symptoms.",en,"old buildings, hidden allergens",CDC,no
Trigger Awareness,ask_trigger,Why do I sneeze when I clean my house?,Cleaning stirs up dust mites and mold spores that trigger allergy symptoms.,en,"indoor, cleaning, dust",ACAAI,no
Trigger Awareness,ask_trigger,Do carpets make allergies worse?,"Yes, carpets trap allergens like dust, pet dander, and pollen, which can worsen symptoms.",en,"indoor, carpet, allergens",CDC,no
Trigger Awareness,ask_trigger,Why do I get allergies at night?,Nighttime symptoms may be due to dust mites and pet dander in bedding and pillows.,en,"indoor, bedroom, dust mites",Mayo Clinic,no
Trigger Awareness,ask_trigger,Can pet hair trigger my allergies?,"It's actually pet dander, saliva, and urine proteins, not the hair itself, that cause allergic reactions.",en,"indoor, pets, dander",MedlinePlus,no
Trigger Awareness,ask_trigger,Does my air conditioner spread allergens?,"If not cleaned, air conditioners can circulate dust and mold, triggering allergies.",en,"indoor, HVAC, mold",CDC,no
Trigger Awareness,ask_trigger,Why are my allergies worse in the morning?,"Pollen levels are often highest in the early morning, worsening symptoms.",en,"outdoor, pollen, morning",ACAAI,no
Trigger Awareness,ask_trigger,Which season is worst for allergies?,"Spring is typically worst due to tree pollen, followed by grass pollen in summer and ragweed in fall.",en,"outdoor, seasonal, tree pollen",Mayo Clinic,no
Trigger Awareness,ask_trigger,Can mowing the lawn trigger allergies?,"Yes, mowing stirs up grass pollen and mold spores, increasing exposure.",en,"outdoor, grass, pollen",CDC,no
Trigger Awareness,ask_trigger,Is rain good or bad for allergies?,Rain can reduce pollen temporarily but increase mold growth afterward.,en,"outdoor, rain, mold",MedlinePlus,no
Trigger Awareness,ask_trigger,Why do I sneeze on windy days?,"Wind spreads pollen and allergens more widely, increasing exposure.",en,"outdoor, wind, pollen",ACAAI,no
Trigger Awareness,ask_trigger,Can PM2.5 affect my allergies?,"Yes, PM2.5 can irritate airways and worsen allergy and asthma symptoms.",en,"pollution, PM2.5, air quality",CDC,no
Trigger Awareness,ask_trigger,Why do I get symptoms during wildfires?,Smoke contains fine particles and chemicals that irritate the respiratory tract.,en,"environmental, smoke, respiratory",Mayo Clinic,no
Trigger Awareness,ask_trigger,What does a high AQI mean for allergies?,"High AQI indicates more pollutants and allergens in the air, worsening symptoms.",en,"pollution, AQI, trigger",CDC,no
Trigger Awareness,ask_trigger,Can climate change increase allergy triggers?,"Yes, it lengthens pollen seasons and increases mold and air pollution levels.",en,"environment, climate, pollen",WHO,no
Trigger Awareness,ask_trigger,Why do allergies flare up after storms?,Storms can break pollen grains into smaller particles that are more easily inhaled.,en,"storm, pollen burst",MedlinePlus,no
Trigger Awareness,ask_trigger,Can indoor plants cause allergies?,"Yes, soil mold and pollen from some plants can trigger symptoms.",en,"mold, indoor plants",ACAAI,no
Trigger Awareness,ask_trigger,Does mold in bathrooms trigger allergies?,"Yes, mold thrives in damp areas and can cause respiratory symptoms.",en,"mold, bathroom",Mayo Clinic,no
Trigger Awareness,ask_trigger,Is attic dust a trigger?,Dust and mold in attics are common hidden allergens.,en,"attic, dust, mold",CDC,no
Trigger Awareness,ask_trigger,Why do I get congested near basements?,"Basements are prone to mold and dust, common allergy triggers.",en,"mold, basement, indoor",MedlinePlus,no
Trigger Awareness,ask_trigger,Can using a humidifier make allergies worse?,Overuse of humidifiers can promote mold and dust mite growth.,en,"humidity, mold",ACAAI,no
Trigger Awareness,ask_trigger,Do scented candles cause allergies?,"Yes, fragrances can irritate the respiratory tract in sensitive people.",en,"fragrance, scent, candle",Mayo Clinic,no
Trigger Awareness,ask_trigger,Can perfumes trigger sneezing?,"Yes, perfumes contain volatile chemicals that may trigger nasal irritation.",en,"fragrance, perfume",ACAAI,no
Trigger Awareness,ask_trigger,Why do I cough around air fresheners?,Air fresheners release irritants that can inflame airways.,en,"chemical, air freshener",CDC,no
Trigger Awareness,ask_trigger,What cleaning products are safest for allergy sufferers?,"Unscented, natural cleaners reduce chemical exposure.",en,"cleaning, chemical-free",MedlinePlus,no
Trigger Awareness,ask_trigger,Can detergent residue cause allergies?,"Yes, residues can irritate sensitive skin or airways.",en,"chemical, laundry, detergent",FDA,no
Trigger Awareness,ask_trigger,Why are allergies worse in spring?,"Tree pollen is most active in spring, triggering sneezing and nasal symptoms.",en,"spring, tree pollen",ACAAI,no
Trigger Awareness,ask_trigger,Are fall allergies a thing?,"Yes, ragweed pollen peaks in the fall and is a strong allergen.",en,"fall, ragweed",Mayo Clinic,no
Trigger Awareness,ask_trigger,Can I be allergic to cold air?,"Yes, cold-induced rhinitis is a form of non-allergic reaction triggered by cold air.",en,"cold air, rhinitis",MedlinePlus,no
Trigger Awareness,ask_trigger,Is nighttime air worse for allergies?,Cooler air can trap allergens near ground level overnight.,en,"night, humidity",CDC,no
Trigger Awareness,ask_trigger,Why do I sneeze when entering old buildings?,"Old buildings may contain mold, dust, and pest residue that trigger symptoms.",en,"indoor, dust, old buildings",CDC,no
Trigger Awareness,ask_trigger,Does my pillow hold allergens?,"Yes, pillows accumulate dust mites, dander, and pollen over time.",en,"bedding, dust mites",ACAAI,no
Trigger Awareness,ask_trigger,Can my jacket bring pollen indoors?,"Yes, outerwear can trap pollen and transfer it into your home.",en,"clothing, pollen",Mayo Clinic,no
Trigger Awareness,ask_trigger,Why do I react when using wool blankets?,Wool can trap dust and pollen or irritate sensitive skin directly.,en,"wool, skin allergy",MedlinePlus,no
Trigger Awareness,ask_trigger,Should I wash clothes after being outside?,"Yes, pollen clings to fabric and should be removed by washing.",en,"fabric, pollen transfer",CDC,no
Trigger Awareness,ask_trigger,Is my mattress a trigger?,Mattresses can harbor dust mites if not covered or regularly cleaned.,en,"mattress, dust mite",FDA,no
Emergency Response,ask_emergency_help,What are the signs of a severe allergic reaction?,"Signs include swelling of the face or throat, difficulty breathing, dizziness, rapid heartbeat, or a drop in blood pressure. Seek emergency help immediately.",en,"anaphylaxis, symptoms",Mayo Clinic,no
Emergency Response,ask_emergency_help,When should I go to the emergency room for allergies?,"If you're experiencing trouble breathing, swelling of the throat, or feeling faint, go to the ER or call emergency services immediately.",en,"emergency, when to go",ACAAI,no
Emergency Response,ask_emergency_help,What is anaphylaxis?,Anaphylaxis is a life-threatening allergic reaction that can occur rapidly and requires immediate treatment with epinephrine.,en,"anaphylaxis, definition",FDA,no
Emergency Response,ask_emergency_help,Should I use an antihistamine during anaphylaxis?,"No, antihistamines are not a substitute for epinephrine in a severe reaction. Use your epinephrine auto-injector and call 911.",en,"antihistamine, not emergency use",CDC,no
Emergency Response,ask_emergency_help,When should I use my EpiPen?,"Use an EpiPen at the first sign of a serious reaction such as trouble breathing, throat tightness, or severe swelling.",en,"epinephrine, first sign",ACAAI,no
Emergency Response,ask_emergency_help,Can an allergic reaction get worse after it starts?,"Yes, symptoms can escalate quickly. Delayed treatment may lead to serious complications.",en,"progression, urgency",Mayo Clinic,no
Emergency Response,ask_emergency_help,Should I call 911 after using epinephrine?,"Yes, always call emergency services after using an EpiPen, even if symptoms improve.",en,epinephrine follow-up,FDA,no
Emergency Response,ask_emergency_help,What do I do if someone is having an allergic reaction and passes out?,"Call 911 immediately, check for breathing, and use an epinephrine auto-injector if available.",en,"unconscious, emergency",CDC,no
Emergency Response,ask_emergency_help,How fast does anaphylaxis happen?,Anaphylaxis can occur within minutes of exposure to an allergen. Always act quickly.,en,"onset, rapid reaction",Mayo Clinic,no
Emergency Response,ask_emergency_help,Is vomiting a sign of a serious allergic reaction?,"Yes, especially when combined with difficulty breathing or dizziness. It may be part of anaphylaxis.",en,"gastro symptoms, severe reaction",ACAAI,no
Emergency Response,ask_emergency_help,What if my child is having a severe allergy reaction?,Use their epinephrine auto-injector immediately and call 911. Stay calm and monitor their breathing.,en,"children, anaphylaxis",FDA,no
Emergency Response,ask_emergency_help,Do I need to lie down during a severe reaction?,"Yes, lying down with feet elevated helps maintain blood flow unless you're vomiting or struggling to breathe.",en,"position, emergency",Mayo Clinic,no
Emergency Response,ask_emergency_help,What happens if I delay treatment during anaphylaxis?,"Delays increase the risk of complications including shock, respiratory failure, or death. Time is critical.",en,"delay, consequences",CDC,no
Emergency Response,ask_emergency_help,Should I give a second dose of epinephrine?,"If symptoms persist after 5-15 minutes and help hasn't arrived, a second dose may be needed. Follow your doctor's instructions.",en,"second dose, epinephrine",ACAAI,no
Emergency Response,ask_emergency_help,Is it safe to drive to the hospital during a reaction?,"No. Call 911 instead, especially if breathing is affected. Driving can be unsafe if symptoms worsen.",en,"transport, danger",FDA,no
Emergency Response,ask_emergency_help,Can food allergies cause an emergency reaction?,"Yes, food allergens are a leading cause of anaphylaxis. Severe reactions require immediate attention.",en,"food allergy, emergency",ACAAI,no
Emergency Response,ask_emergency_help,What if I don't have an EpiPen during an emergency?,Call 911 immediately. Lie down and stay still. Inform responders of the suspected allergen.,en,"no epinephrine, emergency steps",CDC,no
Emergency Response,ask_emergency_help,Can allergic reactions come back after treatment?,"Yes, a second wave of symptoms called biphasic anaphylaxis can occur. Monitoring is essential after initial treatment.",en,"biphasic reaction, observation",Mayo Clinic,no
Emergency Response,ask_emergency_help,How do I prevent allergy emergencies?,"Know your triggers, carry epinephrine if prescribed, and avoid known allergens. Educate those around you.",en,"prevention, preparedness",ACAAI,no
Emergency Response,ask_emergency_help,What should I tell emergency responders?,"Share what you were exposed to, symptoms you experienced, medications used, and any known allergies.",en,first responder info,FDA,no
Emergency Response,ask_emergency_help,What if my EpiPen is expired?,"If you're experiencing an emergency and only have an expired EpiPen, use it and call 911. It may still offer partial benefit.",en,"expired epipen, emergency",FDA,no
Emergency Response,ask_emergency_help,Can I use someone else's EpiPen in an emergency?,"In a life-threatening situation, using someone else's EpiPen is better than doing nothing. Call 911 immediately afterward.",en,"sharing epipen, last resort",CDC,no
Emergency Response,ask_emergency_help,Should I avoid lying down if I feel nauseous during a reaction?,"Yes, if you're vomiting, sit upright to prevent choking while waiting for help.",en,"vomiting, safety position",Mayo Clinic,no
Emergency Response,ask_emergency_help,Is chest tightness a sign of anaphylaxis?,"Yes, chest tightness and shortness of breath are signs of a serious allergic reaction. Use epinephrine and seek help.",en,"chest tightness, danger sign",ACAAI,no
Emergency Response,ask_emergency_help,What if I'm allergic to multiple things and unsure what triggered me?,Use your EpiPen and seek emergency care. Medical staff can help identify the cause later.,en,"multiple allergens, unknown trigger",FDA,no
Emergency Response,ask_emergency_help,Can I have a severe reaction without skin symptoms?,"Yes, anaphylaxis can occur without hives or rash. Difficulty breathing or feeling faint are key signs.",en,"anaphylaxis, no rash",Mayo Clinic,no
Emergency Response,ask_emergency_help,What should I do if a child vomits after EpiPen use?,Call 911 and keep the child calm. Vomiting is a common symptom and not a sign that treatment failed.,en,vomiting after epipen,ACAAI,no
Emergency Response,ask_emergency_help,How do I store epinephrine while traveling?,Keep it at room temperature and in a carry-on bag. Avoid extreme heat or cold.,en,"travel, epinephrine storage",FDA,no
Emergency Response,ask_emergency_help,What are signs my reaction is improving?,"Easing of throat tightness, slower breathing, and reduced swelling may show improvement, but continue monitoring and seek care.",en,"recovery, signs",CDC,no
Emergency Response,ask_emergency_help,What if I live alone and worry about allergy emergencies?,"Tell friends, neighbors, and coworkers about your allergies. Always carry two EpiPens and use medical ID bracelets.",en,"living alone, preparedness",ACAAI,no
Emergency Response,ask_emergency_help,Can I shower after an allergic reaction?,It's safe to shower after you're stabilized and breathing is normal. Never delay emergency care for hygiene.,en,"shower, post reaction",Mayo Clinic,no
Emergency Response,ask_emergency_help,What if I suspect a pet caused the reaction?,"Use epinephrine if symptoms are severe and seek medical attention. Pet dander, saliva, or bites can be triggers.",en,"pet allergy, emergency",FDA,no
Emergency Response,ask_emergency_help,Do all reactions happen immediately?,Some reactions take 30+ minutes to appear. Always monitor for delayed symptoms if exposed to a known allergen.,en,delayed anaphylaxis,CDC,no
Emergency Response,ask_emergency_help,Can I be allergic to medicine I've taken before?,"Yes, medication allergies can develop over time, even if you've tolerated it before.",en,"medicine allergy, new reaction",ACAAI,no
Emergency Response,ask_emergency_help,Is calling an ambulance overreacting?,No. Anaphylaxis is life-threatening and can worsen quickly. Better safe than sorry.,en,"911 call, importance",Mayo Clinic,no
Emergency Response,ask_emergency_help,Can I take Benadryl after using my EpiPen?,"Yes, after using epinephrine, antihistamines like Benadryl may relieve secondary symptoms, but do not replace emergency care.",en,epipen + benadryl,FDA,no
Emergency Response,ask_emergency_help,Is it normal to feel tired after a reaction?,"Yes, your body has gone through stress. Fatigue and weakness may last hours or days.",en,post reaction fatigue,ACAAI,no
Emergency Response,ask_emergency_help,Can pets sense allergic reactions?,"Some trained service animals may detect reactions. However, don't rely solely on pets for detection or response.",en,"pets, detection",Mayo Clinic,no
Emergency Response,ask_emergency_help,Can I fly if I've recently had an allergy emergency?,Consult your doctor first. Make sure you're fully recovered and carry medications with a travel plan.,en,flying post-reaction,CDC,no
Emergency Response,ask_emergency_help,How do I refill my EpiPen prescription quickly?,Ask your doctor to send an urgent prescription to a 24-hour pharmacy or contact your allergy clinic for help.,en,"refill, access",FDA,no
Log Feedback,ask_log_feedback,What does a VAS score of 0 mean?,This indicates complete symptom control. You may stop medications if you're outside allergy season.,en,VAS 0,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 1.5 mean?,"Your symptoms are mild. Maintain preventive care if it's allergy season. Otherwise, you may taper medication.",en,VAS 0-2,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 2.9 mean?,You are in the moderate range. Use antihistamines and nasal irrigation. Reassess symptoms in 10 days.,en,VAS 2-5,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 4.5 mean?,Symptoms are moderately controlled. Continue current therapy and add intranasal steroids if symptoms persist past 10 days.,en,VAS 2-5,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 6 mean?,You are in the uncontrolled range. Start intranasal steroids and continue antihistamines. Reassess in 10 days.,en,VAS >5,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 7.8 mean?,Symptoms are severe. Escalate treatment immediately with steroids and consult your doctor if symptoms persist for 2 weeks.,en,VAS >5 severe,average_scoring.docx,yes
Log Feedback,ask_log_feedback,Is a VAS score of 5.0 under control?,Borderline. Continue medication and reassess after 10 days. Consider adding nasal steroids if symptoms persist.,en,VAS threshold,average_scoring.docx,yes
Log Feedback,ask_log_feedback,Can I taper medication at VAS 2.0?,"If outside allergy season and symptoms are stable, you may reduce medication under medical advice.",en,tapering decision,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 0 mean?,This indicates complete symptom control. You may stop medications if you're outside allergy season.,en,VAS 0,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 1.5 mean?,"Your symptoms are mild. Maintain preventive care if it's allergy season. Otherwise, you may taper medication.",en,VAS 0-2,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 2.9 mean?,You are in the moderate range. Use antihistamines and nasal irrigation. Reassess symptoms in 10 days.,en,VAS 2-5,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 4.5 mean?,Symptoms are moderately controlled. Continue current therapy and add intranasal steroids if symptoms persist past 10 days.,en,VAS 2-5,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 6 mean?,You are in the uncontrolled range. Start intranasal steroids and continue antihistamines. Reassess in 10 days.,en,VAS >5,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 7.8 mean?,Symptoms are severe. Escalate treatment immediately with steroids and consult your doctor if symptoms persist for 2 weeks.,en,VAS >5 severe,average_scoring.docx,yes
Log Feedback,ask_log_feedback,Is a VAS score of 5.0 under control?,Borderline. Continue medication and reassess after 10 days. Consider adding nasal steroids if symptoms persist.,en,VAS threshold,average_scoring.docx,yes
Log Feedback,ask_log_feedback,Can I taper medication at VAS 2.0?,"If outside allergy season and symptoms are stable, you may reduce medication under medical advice.",en,tapering decision,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 0 mean?,This indicates complete symptom control. You may stop medications if you're outside allergy season.,en,VAS 0,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 1.5 mean?,"Your symptoms are mild. Maintain preventive care if it's allergy season. Otherwise, you may taper medication.",en,VAS 0-2,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 2.9 mean?,You are in the moderate range. Use antihistamines and nasal irrigation. Reassess symptoms in 10 days.,en,VAS 2-5,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 4.5 mean?,Symptoms are moderately controlled. Continue current therapy and add intranasal steroids if symptoms persist past 10 days.,en,VAS 2-5,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 6 mean?,You are in the uncontrolled range. Start intranasal steroids and continue antihistamines. Reassess in 10 days.,en,VAS >5,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 7.8 mean?,Symptoms are severe. Escalate treatment immediately with steroids and consult your doctor if symptoms persist for 2 weeks.,en,VAS >5 severe,average_scoring.docx,yes
Log Feedback,ask_log_feedback,Is a VAS score of 5.0 under control?,Borderline. Continue medication and reassess after 10 days. Consider adding nasal steroids if symptoms persist.,en,VAS threshold,average_scoring.docx,yes
Log Feedback,ask_log_feedback,Can I taper medication at VAS 2.0?,"If outside allergy season and symptoms are stable, you may reduce medication under medical advice.",en,tapering decision,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 0 mean?,This indicates complete symptom control. You may stop medications if you're outside allergy season.,en,VAS 0,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 1.5 mean?,"Your symptoms are mild. Maintain preventive care if it's allergy season. Otherwise, you may taper medication.",en,VAS 0-2,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 2.9 mean?,You are in the moderate range. Use antihistamines and nasal irrigation. Reassess symptoms in 10 days.,en,VAS 2-5,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 4.5 mean?,Symptoms are moderately controlled. Continue current therapy and add intranasal steroids if symptoms persist past 10 days.,en,VAS 2-5,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 6 mean?,You are in the uncontrolled range. Start intranasal steroids and continue antihistamines. Reassess in 10 days.,en,VAS >5,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What does a VAS score of 7.8 mean?,Symptoms are severe. Escalate treatment immediately with steroids and consult your doctor if symptoms persist for 2 weeks.,en,VAS >5 severe,average_scoring.docx,yes
Log Feedback,ask_log_feedback,I've had a VAS score of 1.5 for 2 weeks. Should I keep taking medication?,You may consider stopping if you're outside allergy season. Continue tracking and use nasal irrigation if symptoms return.,en,VAS low long,average_scoring.docx,yes
Log Feedback,ask_log_feedback,My score has been 4.0 for 10 days. What next?,"Symptoms are moderately controlled. If they persist past 10 days, consider adding intranasal steroids.",en,moderate 10 days,average_scoring.docx,yes
Log Feedback,ask_log_feedback,I've had a score of 6.2 for over 2 weeks. What should I do?,Persistent severe symptoms require escalation. Continue current meds and consult your doctor.,en,severe long-term,average_scoring.docx,yes
Log Feedback,ask_log_feedback,My score dropped from 6.5 to 4.3 for 5 days. Okay to stop steroids?,No. Maintain treatment until VAS stays below 2 for at least 7-10 days.,en,improving but still moderate,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What if my VAS is 3.0 for 2 weeks straight?,That's moderately controlled. Add or adjust therapy if symptoms interfere with daily activities.,en,moderate duration,average_scoring.docx,yes
Log Feedback,ask_log_feedback,I've had a VAS score of 1.5 for 2 weeks. Should I keep taking medication?,You may consider stopping if you're outside allergy season. Continue tracking and use nasal irrigation if symptoms return.,en,VAS low long,average_scoring.docx,yes
Log Feedback,ask_log_feedback,My score has been 4.0 for 10 days. What next?,"Symptoms are moderately controlled. If they persist past 10 days, consider adding intranasal steroids.",en,moderate 10 days,average_scoring.docx,yes
Log Feedback,ask_log_feedback,I've had a score of 6.2 for over 2 weeks. What should I do?,Persistent severe symptoms require escalation. Continue current meds and consult your doctor.,en,severe long-term,average_scoring.docx,yes
Log Feedback,ask_log_feedback,My score dropped from 6.5 to 4.3 for 5 days. Okay to stop steroids?,No. Maintain treatment until VAS stays below 2 for at least 7-10 days.,en,improving but still moderate,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What if my VAS is 3.0 for 2 weeks straight?,That's moderately controlled. Add or adjust therapy if symptoms interfere with daily activities.,en,moderate duration,average_scoring.docx,yes
Log Feedback,ask_log_feedback,I've had a VAS score of 1.5 for 2 weeks. Should I keep taking medication?,You may consider stopping if you're outside allergy season. Continue tracking and use nasal irrigation if symptoms return.,en,VAS low long,average_scoring.docx,yes
Log Feedback,ask_log_feedback,My score has been 4.0 for 10 days. What next?,"Symptoms are moderately controlled. If they persist past 10 days, consider adding intranasal steroids.",en,moderate 10 days,average_scoring.docx,yes
Log Feedback,ask_log_feedback,I've had a score of 6.2 for over 2 weeks. What should I do?,Persistent severe symptoms require escalation. Continue current meds and consult your doctor.,en,severe long-term,average_scoring.docx,yes
Log Feedback,ask_log_feedback,My score dropped from 6.5 to 4.3 for 5 days. Okay to stop steroids?,No. Maintain treatment until VAS stays below 2 for at least 7-10 days.,en,improving but still moderate,average_scoring.docx,yes
Log Feedback,ask_log_feedback,What if my VAS is 3.0 for 2 weeks straight?,That's moderately controlled. Add or adjust therapy if symptoms interfere with daily activities.,en,moderate duration,average_scoring.docx,yes
Usage Help,ask_usage_help,How do I start using Dayllergist?,Download the app and register using your phone number or email. Follow the onboarding guide to begin logging symptoms.,en,app registration,Dayllergist Help,no
Usage Help,ask_usage_help,How do I log my allergy symptoms each day?,"Tap 'Log Symptoms' on the home screen, choose the affected areas (eyes or nose), select your score, and save.",en,symptom logging,Dayllergist Help,no
Usage Help,ask_usage_help,Can I change my symptom log if I made a mistake?,"Yes, go to 'History', select the entry, and tap 'Edit' to update your scores before midnight.",en,edit log,Dayllergist Help,no
Usage Help,ask_usage_help,How do I use my daily token to chat with a doctor?,Go to the chat section and tap 'Use Token' to start a session. You get one free token each day.,en,token chat,Dayllergist Help,no
Usage Help,ask_usage_help,How can I check my allergy history?,"Visit the 'History' tab to see past symptom logs and trends over time, including weekly and monthly summaries.",en,history tracking,Dayllergist Help,no
Usage Help,ask_usage_help,What is the symptom severity scale in the app?,"The scale ranges from 0 to 10, where 0 means no symptoms and 10 indicates the most severe discomfort.",en,VAS scale,Dayllergist Help,no
Usage Help,ask_usage_help,How do I know if my log was saved?,A confirmation message will appear after logging. You can also verify it under the 'History' tab.,en,log confirmation,Dayllergist Help,no
Usage Help,ask_usage_help,How can I track my progress over time?,Go to 'Analytics' to see graphs of your symptom trends and average scores by week or month.,en,trend tracking,Dayllergist Help,no
Usage Help,ask_usage_help,Where is the air quality data in the app?,Air quality and PM2.5 levels appear at the top of the home screen and update based on your location.,en,AQI info,Dayllergist Help,no
Usage Help,ask_usage_help,How do I switch between languages?,Open the settings menu and select your preferred language. Dayllergist currently supports English and Thai.,en,language setting,Dayllergist Help,no
Usage Help,ask_usage_help,Can I receive reminders to log symptoms?,Yes. Enable push notifications in Settings to get daily reminders to log your symptoms.,en,reminder setting,Dayllergist Help,no
Usage Help,ask_usage_help,Can I delete a log entry?,"You can only edit today's entry, but not delete it. This helps maintain consistent medical tracking.",en,log edit rule,Dayllergist Help,no
Usage Help,ask_usage_help,How many tokens do I get per day?,You receive one free token per day to chat with Dayllergist. Tokens reset every 24 hours.,en,token system,Dayllergist Help,no
Usage Help,ask_usage_help,Can I use the app offline?,"You can log symptoms offline, but features like chatbot, air quality, and syncing require internet access.",en,offline support,Dayllergist Help,no
Usage Help,ask_usage_help,Can I export my log data?,Yes. Tap 'Export Data' under the History section to download your symptom log as a file for medical use.,en,data export,Dayllergist Help,no
Usage Help,ask_usage_help,How do I contact support?,Go to Settings and tap 'Contact Support' to reach the Dayllergist team via message or email.,en,support contact,Dayllergist Help,no
Usage Help,ask_usage_help,Where can I see which symptoms I logged?,Tap any entry in 'History' to view the scores you entered for your eyes and nose that day.,en,entry review,Dayllergist Help,no
Usage Help,ask_usage_help,What happens if I skip a day?,Missing a day is okay. Just resume logging the next day. Dayllergist will still generate useful trends.,en,log skip,Dayllergist Help,no
Usage Help,ask_usage_help,Can I personalize the app experience?,"Yes. You can edit your profile, choose language, and allow location access to tailor air quality and advice.",en,personalization,Dayllergist Help,no
Usage Help,ask_usage_help,How do I change my password or account details?,"Go to Settings, then 'Account'. You can update your password, email, or mobile number securely.",en,account edit,Dayllergist Help,no
Time-based Action,ask_time_based_action,What should I do if my allergy symptoms are worse in the morning?,Morning allergies may be caused by overnight allergen exposure. Pre-medicate before bed and keep windows closed at night.,en,"time, morning allergies",Healthline,no
